PHF13	10	0.986154
JUN	5	0.972727
YBX1	2	0.997264
SNIP1	6	0.972727
ZFP36L2	2	0.523188
E2F6	10	0.986154
PTMA	9	0.374286
ID2	3	0.975676
CDC20	8	0.674257
ENO1	9	0.978049
STK36	8	0.993401
MITF	7	0.526277
ZNF514	8	0.972727
UBP1	4	0.972727
PPP1R15B	9	0.972727
PYGO2	6	0.986154
DUSP7	2	0.991743
MYCN	4	0.988312
PRKAB2	6	0.991743
DUSP19	9	0.993431
NR2C2	8	0.972727
TGFBR2	4	0.975676
CTH	7	0.991429
TESK2	7	0.972727
HSPG2	8	0.986154
PBX1	6	0.493846
TNS1	4	0.995694
NR1D2	1	0.972727
POU2F1	8	0.991429
PDK1	6	0.972727
KLF7	10	0.445889
CDK18	4	0.994675
PRDM16	1	0.972727
ZNF197	2	0.975676
PIAS3	5	0.972727
ZNF695	3	0.986154
KLF11	4	0.992035
ZNF148	5	0.990722
ELK4	6	0.972727
MIXL1	10	0.996751
YWHAQ	5	0.975676
POLR1A	4	0.972727
ZNF513	9	0.992121
ETV3	5	0.987671
PAX8	4	0.991429
RFX5	3	0.986957
ECM1	6	0.995853
EIF2AK3	3	0.993233
MEIS1	1	0.972727
ZNF142	1	0.991089
BARD1	3	0.972727
PASK	6	0.972727
STAT4	5	0.978049
ZNF589	8	0.493846
EAF1	6	0.972727
CDC42BPA	1	0.972727
SMG5	5	0.978049
NFYC	1	0.987671
CEBPZ	2	0.986154
ATF3	6	0.975676
ATF6	5	0.972727
STAT1	3	0.972727
ID3	8	0.986957
SRRM1	9	0.978049
