OGG1	6	0.000000
RP11-803D5.4	6	0.000000
FAM46C	6	0.007616
TIMM17A	6	0.000000
FAM102B	6	0.000000
CENPA	8	0.056129
HNRNPLL	8	0.014411
NABP1	4	0.005341
PHF13	6	0.000000
RAB3GAP1	7	0.005117
DALRD3	4	0.011350
AC073283.4	1	0.007023
NEGR1	7	0.006396
JUN	5	0.017626
IL18R1	4	0.012018
ATG3	6	0.000000
YBX1	9	0.064936
SNIP1	6	0.000000
SMPDL3B	5	0.004407
ELP6	8	0.013653
CASP8	8	0.015170
ZFP36L2	1	0.007803
C1orf54	4	0.005341
IFFO2	1	0.007023
FCER1G	9	0.004500
E2F6	3	0.006587
ANP32E	6	0.000000
CENPF	8	0.019721
CKS1B	3	0.005269
DTYMK	2	0.007763
HMGN2	9	0.030375
MZT2A	6	0.000000
NUCKS1	6	0.000000
SPC25	6	0.000000
STMN1	5	0.026990
HIST2H2AA3	5	0.025888
HNRNPA3	5	0.038557
PTMA	5	0.056238
RP11-299J3.8	2	0.003493
ID2	10	0.011803
BHLHE40	5	0.026439
GNL3	5	0.019278
PDE4B	5	0.009915
YPEL5	5	0.036354
ANKRD28	6	0.000000
ALS2	1	0.014825
TNFAIP8L2	7	0.006396
ACOT7	2	0.006210
EDEM1	5	0.005508
GSTM4	6	0.000000
PKP4	10	0.006212
DFFB	6	0.000000
MUC1	8	0.006826
CDC20	6	0.000000
ITGA9	7	0.006396
NUP35	7	0.006396
NSUN4	2	0.003882
MTIF2	6	0.000000
UCHL5	9	0.004500
AC009961.3	6	0.000000
ATP8B2	6	0.006769
DDAH1	7	0.005117
RP11-334G22.1	6	0.000000
ANKRD39	6	0.000000
FUBP1	7	0.005117
SESN2	6	0.007616
SOCS5	6	0.000000
SLC39A10	7	0.006396
C2orf49	5	0.005508
MGAT5	6	0.000000
DEDD	6	0.000000
GADD45A	5	0.017351
CDC42	2	0.003493
CXCR4	5	0.024787
IL1B	9	0.004500
MCL1	6	0.000000
RAMP1	1	0.021067
SDPR	9	0.004500
TAGLN2	9	0.012600
LINC01116	6	0.000000
ENO1	2	0.027171
FDPS	2	0.019408
NASP	1	0.042135
NCL	2	0.026627
SRM	2	0.038815
MTF1	4	0.012018
MSTO1	8	0.012136
MAP4K3	6	0.000000
RN7SL832P	6	0.000000
STK36	6	0.000000
ALG6	1	0.006242
ARHGAP25	6	0.006769
CCDC12	6	0.000000
CHCHD6	6	0.000000
DGUOK-AS1	6	0.000000
E2F2	6	0.000000
MITF	8	0.006068
RP11-485G4.2	6	0.000000
SLC9A1	10	0.004970
STK40	6	0.000000
ZNF672	4	0.006009
ZRANB3	6	0.000000
SLC41A1	6	0.006854
FHL3	10	0.005591
SULT1C4	7	0.005757
URB2	3	0.011197
SLC35E2B	6	0.000000
SV2A	9	0.007200
CCDC24	4	0.006009
AGMAT	6	0.000000
NME7	6	0.000000
SPRED2	4	0.006009
OSGEPL1	6	0.000000
RP11-332H14.2	6	0.000000
FAF1	3	0.005269
ST3GAL3	4	0.006009
SCLY	6	0.000000
MUL1	6	0.000000
ZC3H12A	6	0.014385
MGLL	9	0.004500
BUB1	8	0.012136
ALMS1	6	0.000000
HYAL3	8	0.006068
MCEE	4	0.016691
ZNF124	2	0.003493
IPP	3	0.016467
PHACTR4	4	0.006009
RP11-553L6.5	4	0.006009
RP11-640M9.1	6	0.000000
MFSD2A	8	0.006751
NCKIPSD	10	0.006212
AC093642.3	3	0.005269
CENPL	7	0.005757
DISC1	6	0.000000
GCSAML-AS1	5	0.004957
GNPAT	6	0.000000
RSG1	4	0.006009
FAIM	3	0.005269
CLSPN	6	0.000000
ZNF670	2	0.006987
TMEM125	9	0.019800
SGOL2	6	0.000000
GPR35	6	0.000000
GCSAM	6	0.000000
SENP7	8	0.006068
DTNB	2	0.006210
ATXN7L2	2	0.010092
KIF1B	4	0.005341
MTA3	6	0.006769
RNASEH1	2	0.003493
SORT1	2	0.003493
TMEM237	6	0.000000
ZNF514	3	0.005269
USP1	6	0.000000
C3orf38	6	0.000000
CDC73	6	0.000000
LIMS1	9	0.013050
AC142528.1	4	0.005341
INTS7	6	0.000000
ACTR8	7	0.005117
BPNT1	6	0.000000
C3orf18	6	0.000000
CEP70	6	0.000000
CROCC	6	0.000000
DHX57	6	0.006769
FAAH	1	0.006242
HYAL2	6	0.000000
OXSR1	6	0.000000
RP11-1223D19.1	8	0.006068
RP4-549L20.3	6	0.000000
RP4-612B15.3	1	0.007023
RUNX3	6	0.000000
SLC6A6	6	0.000000
STX12	6	0.000000
TEKT4	2	0.003105
THRB	10	0.004970
TNFSF4	6	0.000000
UBP1	6	0.000000
ZNF691	6	0.000000
C2orf42	4	0.010682
PPP1R15B	8	0.006068
PI4KB	6	0.000000
ATXN7	8	0.006068
TOMM40L	6	0.000000
CPOX	7	0.005757
DHCR24	6	0.000000
NUP133	10	0.005591
KBTBD12	2	0.003105
ATG16L1	6	0.000000
RP11-134G8.7	7	0.005117
ARNT	3	0.011197
GMPPA	1	0.006242
LINC00954	8	0.011984
ZNF687	3	0.005928
ACAP3	1	0.014045
FCRLB	8	0.006068
RHCE	9	0.003600
RP11-301O19.1	6	0.000000
HMGCL	6	0.000000
PLCD1	4	0.026706
AFF3	6	0.000000
IKZF2	8	0.006068
CRYZ	6	0.000000
EFHD2	6	0.000000
EYA3	6	0.000000
MOGS	6	0.000000
RP11-568N6.1	4	0.006009
STEAP3	10	0.004970
TATDN3	3	0.010539
TTLL4	6	0.006769
SETD5	8	0.006068
NUF2	6	0.000000
PHGDH	5	0.035142
ZBTB37	9	0.011700
SLC30A1	6	0.000000
FOSL2	5	0.019829
PSRC1	9	0.007650
ITPKB	5	0.009364
PIKFYVE	1	0.007023
RP11-154H23.3	6	0.000000
CAPN2	6	0.000000
PYGO2	6	0.000000
ROCK2	2	0.003105
SPICE1	6	0.000000
GSTM5	6	0.000000
LRPPRC	6	0.000000
MKNK1	6	0.000000
CLASP2	1	0.007023
DBT	1	0.007023
NKIRAS1	1	0.007023
NPHP3	1	0.013265
PGBD2	1	0.013265
RP11-686O6.2	1	0.013265
ST3GAL6	1	0.007023
TATDN2	1	0.013265
ZDHHC23	1	0.026529
ZNF660	1	0.013265
CASP10	4	0.005341
TGFBRAP1	5	0.004407
NDC1	6	0.000000
UBE2E2	6	0.000000
MCM6	6	0.027077
C1orf56	3	0.005269
DYRK3	10	0.005467
ZBTB7B	3	0.005928
C3orf17	6	0.000000
FBLIM1	6	0.000000
OXSM	6	0.000000
ARL13B	6	0.000000
NCAPH	6	0.000000
DUSP7	5	0.008813
ORC2	6	0.000000
PIGM	9	0.003600
RBM6	9	0.011250
FAM49A	6	0.013539
RBM34	3	0.005269
EPHX1	10	0.005591
MYCN	6	0.000000
TSGA10	3	0.005928
MLH1	6	0.000000
KIAA2018	6	0.000000
MPZL1	4	0.011350
ATAD3C	8	0.006826
BAP1	6	0.000000
CEP85	6	0.000000
FAM212B	9	0.007200
KANSL1L	6	0.000000
RNF25	3	0.005269
RP1-224A6.3	4	0.005341
RP11-245G13.2	1	0.026529
SHC1	3	0.005928
STIL	3	0.005269
PIK3CB	7	0.005117
ATAD2B	7	0.005757
DENND6A	7	0.005757
EXO5	7	0.005757
FAM76A	4	0.010682
PQLC2	7	0.005757
RP11-353N4.4	7	0.005757
TP53BP2	7	0.005757
AC010883.5	1	0.006242
C1orf213	6	0.000000
TMEM222	6	0.000000
FIGN	2	0.003105
BZW1	9	0.008100
RBMXL1	6	0.000000
FAM228B	6	0.000000
CLCN6	8	0.006068
SPR	6	0.000000
PANK4	8	0.018962
KPNA1	6	0.006769
CD84	9	0.004500
TMEM167B	6	0.000000
ACOX2	3	0.015808
C1orf74	6	0.000000
FPGT	6	0.000000
USP34	6	0.000000
MRPS21	6	0.000000
GPD2	6	0.000000
NFKBIZ	9	0.004500
USP4	6	0.000000
PHC2	3	0.005269
WDR26	7	0.005757
LIMD1	6	0.007616
ISG20L2	6	0.000000
PLCL2	1	0.007023
ST3GAL5	4	0.006009
RP5-943J3.2	6	0.000000
MYEOV2	6	0.000000
PCNXL2	10	0.005591
PPM1M	6	0.000000
AL590822.1	5	0.009915
TROVE2	5	0.004957
RP11-533E19.7	6	0.000000
HP1BP3	6	0.000000
C1orf228	9	0.004500
CALM2	8	0.006068
LINC00116	6	0.006769
SNRPE	6	0.000000
RMDN2	3	0.005269
RNF103	8	0.005992
TEX261	4	0.011350
ATP6V1E2	7	0.005117
NPHP4	6	0.000000
RP11-126K1.2	1	0.013265
ADAM17	8	0.007585
KCMF1	6	0.000000
ODC1	2	0.019020
PARK7	2	0.021737
PDIA6	2	0.016691
SLC35D1	4	0.006009
GGCX	6	0.000000
RABGGTB	10	0.004970
RP1-202O8.3	1	0.006242
SOS1	6	0.008462
RGS1	6	0.000000
AHDC1	6	0.000000
BROX	6	0.000000
PEA15	6	0.000000
DTL	6	0.000000
QPCT	6	0.000000
ERO1LB	9	0.004500
STAC	5	0.004957
TTLL7	6	0.000000
MAP3K6	6	0.006769
AC105760.2	6	0.000000
AGL	6	0.000000
B4GALT2	10	0.005591
EDEM3	6	0.000000
FLVCR1-AS1	6	0.000000
HOOK1	7	0.005757
IFT172	1	0.006242
IL17RE	6	0.000000
LAMC1	10	0.005591
LEPRE1	6	0.000000
PRKCD	6	0.000000
RP11-268J15.5	10	0.004970
RP11-7O11.3	6	0.013539
SFT2D3	6	0.006769
WDR47	6	0.000000
ZBTB40	2	0.009316
ZFYVE9	2	0.003105
ZNF692	6	0.000000
FMO5	6	0.006769
GBP5	6	0.000000
LIPT1	6	0.000000
PHLDA3	6	0.000000
PRPF3	6	0.000000
RBBP5	2	0.006210
STK11IP	6	0.000000
MSH6	6	0.000000
FAM161A	6	0.000000
ABCD3	6	0.000000
ASTE1	2	0.003105
AP4B1	6	0.000000
CCDC173	6	0.000000
COPG1	9	0.004050
NBAS	10	0.005591
NSL1	4	0.005341
R3HDM1	10	0.004970
PRKAB2	1	0.006242
OPN3	6	0.000000
ZBTB20	3	0.006587
DENND2D	8	0.006068
USP37	6	0.000000
LINC01137	1	0.012484
RYK	5	0.004407
PKN2	6	0.000000
MAP4	6	0.000000
CEP104	6	0.000000
MGAT4A	6	0.000000
RAD54L2	6	0.007616
RP11-443B7.1	5	0.013770
AC096772.6	10	0.004970
FSTL1	6	0.000000
RP11-656D10.3	2	0.003105
SMARCAL1	4	0.005341
RASSF5	4	0.005341
AC093388.3	6	0.000000
RP5-1180E21.5	6	0.000000
S100PBP	4	0.005408
RP11-355B11.2	6	0.000000
PER2	3	0.005269
SUCO	7	0.005757
IKBKE	7	0.005757
OSBPL11	3	0.005204
XYLB	6	0.000000
AL592284.1	6	0.000000
PTPN22	6	0.000000
ACSL3	6	0.000000
IPO9-AS1	6	0.000000
WBP1	7	0.005117
GPAT2	2	0.003105
MFSD6	10	0.005591
FGD5-AS1	6	0.000000
GBP3	6	0.000000
SH3D21	6	0.000000
DUSP19	6	0.014385
RP11-708J19.1	6	0.000000
ZKSCAN7	7	0.005117
ATR	4	0.010682
FAM171B	7	0.010234
NOL9	6	0.000000
PHLDB2	2	0.006987
LGALSL	7	0.005757
SPAG16	4	0.005341
