PHF13	4	0.972727
JUN	5	0.975676
YBX1	2	0.998174
HMGN2	5	0.995135
PTMA	9	0.725666
ID2	5	0.996928
CDC20	8	0.987671
ENO1	2	0.483893
STK36	2	0.686667
ZNF670	3	0.493846
IKZF2	2	0.991429
ZBTB37	10	0.634653
MYCN	4	0.674257
LIMD1	4	0.975676
PRKAB2	3	0.975676
RYK	8	0.972727
NR2C2	1	0.357426
HES4	10	0.986598
BMPR2	6	0.972727
TGFBR2	1	0.988889
CTH	4	0.952103
FOXJ3	3	0.972727
ZNF445	4	0.972727
HSPG2	4	0.972727
TNS1	1	0.634340
SFMBT1	4	0.493846
NEK11	3	0.986957
NR1D2	1	0.975676
BRPF1	7	0.972727
GTF2E1	8	0.986154
USF1	6	0.998440
PER3	1	0.991089
MERTK	8	0.986957
PPP2R3A	8	0.972727
HES6	9	0.972727
ZNF35	9	0.960606
CDK18	3	0.972727
NR1I2	6	0.993023
CCNT2	7	0.972727
PRDM16	5	0.975676
MAST2	2	0.986957
NCOA1	9	0.972727
TAL1	4	0.972727
TAF13	3	0.972727
ZNF695	6	0.663731
INPP4A	9	0.986957
ZNF148	5	0.972727
AKT3	6	0.972727
PTPN23	1	0.988312
FHL2	6	0.978049
ACVR1	2	0.986957
MYLK	1	0.986154
DNAJC6	8	0.999200
TAF1A	4	0.995167
ZNF513	9	0.997710
FGR	10	0.993233
ECM1	2	0.615976
EIF2AK3	4	0.975676
MEIS1	1	0.975676
ZNF142	4	0.493846
PASK	1	0.972727
ZNF501	5	0.990722
TPRG1L	3	0.523188
ZNF589	6	0.997882
ZNF2	6	0.996386
PAPOLG	3	0.972727
NFYC	1	0.964865
MED8	2	0.972727
STRN	1	0.634653
POLR1B	6	0.972727
ZNF502	8	0.986154
