YBX1	2	0.902122
HMGN2	5	0.994198
PTMA	9	0.818232
ID2	5	0.997049
CDC20	8	0.992308
ENO1	9	0.991743
MTF1	3	0.986957
STK36	7	0.993617
MITF	8	0.972727
ZNF124	7	0.972727
ZNF670	4	0.972727
MTA3	10	0.511594
ZNF514	3	0.972727
THRB	10	0.972727
ARNT	8	0.972727
IKZF2	9	0.357426
ZBTB37	2	0.972727
FOSL2	8	0.978049
PIKFYVE	10	0.972727
DYRK3	2	0.997087
ZBTB7B	4	0.997010
DUSP7	4	0.995610
MYCN	7	0.972727
CD84	5	0.972727
ZBTB40	6	0.493846
PER2	3	0.674257
DUSP19	7	0.993793
ATR	6	0.972727
ABL2	4	0.986957
HESX1	1	0.975676
ULK4	5	0.991089
HES4	4	0.990722
TGFBR2	5	0.972727
TESK2	5	0.995522
ZNF445	6	0.994545
HDAC4	3	0.986154
NOTCH2	10	0.972727
SFMBT1	6	0.990722
HLX	3	0.996203
LEPR	1	0.998716
NEK11	6	0.972727
PTPN4	9	0.978049
BRPF1	8	0.972727
INPP5B	1	0.975676
USF1	4	0.993233
PER3	9	0.972727
MERTK	7	0.978049
STK39	6	0.986957
PPP2R3A	7	0.990722
HES6	3	0.995694
CDK18	4	0.995522
NR1I2	3	0.957266
CCNT2	2	0.975676
PRDM16	2	0.549315
FKBP1B	8	0.993431
ABTB1	7	0.972727
TAF13	3	0.972727
INPP4A	5	0.975676
AKT3	4	0.972727
CDC14A	1	0.634653
PINK1	4	0.986957
AHCTF1	8	0.972727
POLR1A	7	0.997543
PAX8	9	0.991089
STRIP1	5	0.978049
HDAC11	8	0.972727
ZNF142	5	0.986957
PASK	7	0.986154
EAF1	4	0.972727
PAPOLG	10	0.986154
NFYC	10	0.972727
ZNF502	10	0.972727
NR4A2	6	0.975676
