PHF13	2	0.994675
YBX1	2	0.998369
ZFP36L2	5	0.978049
HMGN2	5	0.991192
PTMA	9	0.994118
ID2	5	0.368555
CDC20	8	0.978049
ENO1	9	0.988312
STK36	5	0.972727
E2F2	3	0.986154
MITF	5	0.986957
THRB	5	0.975676
ARNT	8	0.948485
ZBTB37	4	0.972727
PYGO2	9	0.972727
DYRK3	9	0.993233
ZBTB7B	7	0.986154
MYCN	5	0.994545
TP53BP2	5	0.978049
ZBTB40	3	0.990722
DUSP19	2	0.997686
ULK4	4	0.972727
BMPR2	4	0.987671
TGFBR2	9	0.972727
CTH	7	0.989922
TESK2	4	0.972727
HDAC4	9	0.975676
SFMBT1	5	0.997862
HLX	8	0.943243
LEPR	10	0.997587
NEK11	1	0.674257
NR1D2	7	0.975676
KLF7	5	0.972727
GTF2E1	6	0.972727
STK39	10	0.995853
SCMH1	3	0.972727
BLZF1	4	0.972727
CDK18	1	0.812840
NR1I2	4	0.986154
ACP6	10	0.972727
MAST2	6	0.986957
ZNF197	3	0.990722
FKBP1B	2	0.990722
BOLA1	3	0.975676
INPP4A	1	0.914545
KLF11	4	0.972727
AKT3	5	0.986957
ELK4	9	0.935644
ACVR1	10	0.960606
MYLK	5	0.986957
MIXL1	9	0.997450
DNAJC6	7	0.986957
POLR1A	2	0.972727
ZNF513	7	0.986154
FGR	2	0.998440
PAX8	10	0.923725
ECM1	1	0.975676
HIST2H2BE	5	0.972727
NEK4	1	0.972727
ZNF142	2	0.972727
BARD1	2	0.993023
MTOR	3	0.972727
STAT4	4	0.975676
TPRG1L	7	0.972727
ZNF589	7	0.972727
GFI1	1	0.990722
EAF1	3	0.986957
SMG5	1	0.986957
NFYC	1	0.975676
S100A4	7	0.988312
STAT1	10	0.972727
OBSCN	6	0.986957
ID3	3	0.972727
