PHF13	2	0.975676
JUN	9	0.603784
YBX1	2	0.838545
SNIP1	1	0.972727
ZFP36L2	10	0.856420
E2F6	5	0.991429
HMGN2	5	0.997978
PTMA	9	0.526667
ID2	5	0.453778
BHLHE40	1	0.991429
CDC20	8	0.991429
ENO1	9	0.704058
STK36	5	0.996928
E2F2	9	0.651196
MITF	4	0.997507
STK40	5	0.972727
ZNF670	6	0.991429
MTA3	5	0.986154
ZNF514	6	0.972727
BPNT1	3	0.986957
UBP1	3	0.972727
PPP1R15B	10	0.972727
ARNT	8	0.988312
AFF3	5	0.969565
IKZF2	2	0.494521
EYA3	4	0.991743
ZBTB37	9	0.987671
FOSL2	8	0.972727
MKNK1	9	0.972727
ZBTB7B	7	0.848718
NCAPH	4	0.972727
DUSP7	10	0.972727
MYCN	5	0.575138
MPZL1	9	0.972727
CD84	6	0.972727
LIMD1	1	0.972727
ZBTB40	9	0.523188
PRKAB2	10	0.972727
RYK	7	0.972727
PER2	4	0.990722
DUSP19	10	0.523188
ABL2	2	0.972727
HESX1	1	0.991429
ULK4	5	0.975676
NR2C2	10	0.995775
HES4	7	0.967874
BMPR2	8	0.991429
TGFBR2	2	0.987943
CTH	2	0.972727
FOXJ3	7	0.993617
TESK2	4	0.972727
SLC2A1	1	0.972727
INPP1	9	0.978049
PPP1CB	6	0.975676
GTF3C3	3	0.975676
HSPG2	3	0.972727
MEF2D	4	0.986154
SMG7	10	0.986154
HDAC4	4	0.972727
SPEN	6	0.975676
PBX1	6	0.996912
TNS1	6	0.994798
FCGR2A	9	0.982192
NEK11	6	0.993023
NR1D2	6	0.975676
POU2F1	8	0.986957
INPP5B	6	0.523188
KLF7	4	0.994942
ANKRD44	10	0.990722
HIPK1	8	0.975676
USF1	3	0.991089
PER3	10	0.972727
STK39	10	0.972727
PPP2R3A	7	0.992655
SCMH1	2	0.986154
RBM15B	1	0.975676
CDK18	2	0.987129
NR1I2	1	0.993023
CD247	6	0.986154
SGOL1	10	0.972727
PRDM16	6	0.972727
POLR3C	9	0.978049
FKBP1B	10	0.978049
TAL1	10	0.990722
TAF13	10	0.684490
PLEK	9	0.893274
ANGEL2	10	0.972727
ZNF695	2	0.978049
KLF11	7	0.493846
ZNF148	5	0.994675
AKT3	1	0.972727
ELK4	3	0.996188
CITED4	7	0.986154
FHL2	4	0.975676
GATAD2B	5	0.972727
TRIB2	7	0.978049
MYLK	1	0.996751
MIXL1	9	0.993431
AHCTF1	2	0.972727
DNAJC6	1	0.972727
TAF1A	2	0.986154
GABPB2	9	0.972727
DZIP3	1	0.932432
ZNF513	1	0.975676
FGR	8	0.872655
GATA2	9	0.988889
DUSP2	9	0.972727
ETV3	7	0.996797
PAX8	3	0.993773
TAF5L	2	0.523188
RFX5	4	0.986154
ECM1	3	0.991429
HDAC11	2	0.523188
HIST2H2BE	5	0.520779
NFIA	9	0.988312
EIF2AK3	2	0.975676
MEIS1	8	0.972727
NEK4	3	0.972727
ZNF142	6	0.972727
MTOR	6	0.972727
PASK	5	0.987671
STAT4	7	0.988312
ZNF501	3	0.975676
TOE1	1	0.978049
TPRG1L	4	0.330928
ZNF589	9	0.896215
SMG5	3	0.493846
NMI	5	0.972727
NAB1	3	0.986154
NFYC	1	0.993960
NUDT16	10	0.972727
GON4L	7	0.975676
CREB3L4	1	0.975676
RIF1	4	0.493846
CEBPZ	2	0.549315
BIN1	9	0.996070
SH3YL1	3	0.975676
ZNF281	1	0.972727
PLK3	1	0.972727
INPP5D	3	0.972727
ATF3	5	0.888076
S100A4	7	0.838789
ATF6	10	0.975676
BTG2	1	0.975676
PDE12	6	0.972727
NEK2	8	0.986957
EIF5B	8	0.972727
CD244	4	0.975676
OBSCN	7	0.991089
POLR1B	4	0.523188
ZNF502	3	0.978049
SFPQ	8	0.972727
XRCC5	9	0.978049
LBR	1	0.948485
ZEB2	5	0.972727
ID3	10	0.987671
ATF2	1	0.990722
SMARCC1	8	0.986957
STK16	7	0.549315
NTRK1	9	0.674257
