NR1I2	8.023592
USF1	7.887560
HES4	6.784273
STK36	6.733077
HES6	6.597913
CDK18	6.577749
ZNF445	6.475394
SFMBT1	6.241096
PER3	6.217290
PPP2R3A	6.195764
MERTK	6.138130
TGFBR2	6.099113
INPP4A	6.078971
ZNF142	6.056058
NEK11	6.012189
ZNF502	5.979558
PASK	5.979558
PAPOLG	5.979558
MYCN	5.901958
PRDM16	5.752917
CCNT2	5.663115
ZNF670	5.635294
NFYC	5.634361
BRPF1	5.596549
AKT3	5.596549
DNAJC6	4.193564
LEPR	3.978530
POLR1A	3.766758
ZNF589	3.749806
ZNF513	3.713872
CTH	3.617746
DYRK3	3.603156
ZBTB7B	3.591045
ZNF2	3.503262
HLX	3.480331
TAF1A	3.453556
DUSP7	3.412808
TESK2	3.403613
DUSP19	3.250320
FKBP1B	3.223487
FGR	3.209451
ULK4	3.078158
PAX8	3.078158
ZNF501	3.058727
PTPN23	2.946811
ENO1	2.942817
MTF1	2.893058
ABL2	2.893058
STK39	2.893058
MAST2	2.893058
ACVR1	2.893058
PINK1	2.893058
MYLK	2.863619
HDAC4	2.863619
GTF2E1	2.863619
ZNF695	2.766971
ECM1	2.695015
FHL2	2.631495
STRIP1	2.631495
FOSL2	2.631495
PTPN4	2.631495
JUN	2.578374
NR4A2	2.578374
LIMD1	2.578374
PRKAB2	2.578374
HESX1	2.578374
NR1D2	2.578374
INPP5B	2.578374
EIF2AK3	2.578374
MEIS1	2.578374
PHF13	2.518447
ZNF514	2.518447
CD84	2.518447
ATR	2.518447
BMPR2	2.518447
FOXJ3	2.518447
HSPG2	2.518447
TAL1	2.518447
ZNF148	2.518447
EAF1	2.518447
MED8	2.518447
POLR1B	2.518447
MITF	2.518447
ZNF124	2.518447
ARNT	2.518447
RYK	2.518447
NCOA1	2.518447
ABTB1	2.518447
AHCTF1	2.518447
HDAC11	2.518447
THRB	2.518447
PIKFYVE	2.518447
NOTCH2	2.518447
TNS1	2.503799
PER2	2.501675
STRN	2.485715
CDC14A	2.485715
ZNF35	2.409794
IKZF2	2.360258
TPRG1L	2.299968
ZBTB40	2.273060
MTA3	2.165686
NR2C2	2.015120
ZBTB37	2.004970
YBX1	0.299093
PTMA	0.026730
HMGN2	0.002566
CDC20	0.001104
ID2	0.000002
SNIP1	0.000000
ZFP36L2	0.000000
E2F6	0.000000
BHLHE40	0.000000
E2F2	0.000000
STK40	0.000000
BPNT1	0.000000
UBP1	0.000000
PPP1R15B	0.000000
AFF3	0.000000
EYA3	0.000000
PYGO2	0.000000
MKNK1	0.000000
NCAPH	0.000000
MPZL1	0.000000
TP53BP2	0.000000
SLC2A1	0.000000
INPP1	0.000000
PPP1CB	0.000000
GTF3C3	0.000000
MEF2D	0.000000
SMG7	0.000000
SPEN	0.000000
PBX1	0.000000
FCGR2A	0.000000
POU2F1	0.000000
PDK1	0.000000
KLF7	0.000000
ANKRD44	0.000000
HIPK1	0.000000
SCMH1	0.000000
PPP1R12B	0.000000
RBM15B	0.000000
BLZF1	0.000000
CD247	0.000000
SGOL1	0.000000
ACP6	0.000000
POLR3C	0.000000
ZNF197	0.000000
RPAP2	0.000000
ERCC3	0.000000
BOLA1	0.000000
PIAS3	0.000000
TAF13	0.000000
PLEK	0.000000
ANGEL2	0.000000
PIGV	0.000000
KLF11	0.000000
ELK4	0.000000
CITED4	0.000000
GATAD2B	0.000000
SNRK	0.000000
TRIB2	0.000000
MIXL1	0.000000
YWHAQ	0.000000
GABPB2	0.000000
DZIP3	0.000000
GATA2	0.000000
DUSP2	0.000000
ETV3	0.000000
TAF5L	0.000000
RFX5	0.000000
HIST2H2BE	0.000000
NFIA	0.000000
NEK4	0.000000
BARD1	0.000000
MTOR	0.000000
STAT4	0.000000
TOE1	0.000000
GFI1	0.000000
CDC42BPA	0.000000
MXD1	0.000000
SMG5	0.000000
FLNB	0.000000
NMI	0.000000
NAB1	0.000000
NUDT16	0.000000
GON4L	0.000000
CREB3L4	0.000000
RIF1	0.000000
CEBPZ	0.000000
BIN1	0.000000
SH3YL1	0.000000
ZNF281	0.000000
PLK3	0.000000
INPP5D	0.000000
PNRC2	0.000000
ATF3	0.000000
S100A4	0.000000
ATF6	0.000000
BTG2	0.000000
PDE12	0.000000
NEK2	0.000000
STAT1	0.000000
EIF5B	0.000000
CD244	0.000000
OBSCN	0.000000
SFPQ	0.000000
XRCC5	0.000000
LBR	0.000000
ZEB2	0.000000
ID3	0.000000
SRRM1	0.000000
ATF2	0.000000
SMARCC1	0.000000
STK16	0.000000
NTRK1	0.000000
