Gene	E1911_177	E848_749	E564_727	E1661_728	E481_165	E1481_545	E793_714	E322_112	E1937_594	E1932_348	E824_698	E229_576	E252_623	E1593_154	E1556_492	E295_674	E247_643	E1629_260	E1177_634	E936_167	E1559_214	E1742_588	E1138_454	E1521_542	E733_500	E1473_26	E1539_91	E1308_31	E144_735	E1604_756	E1635_726	E1992_567	E1337_768	E1280_241	E630_450	E547_92	E135_111	E561_635	E308_278	E1485_667	E638_177	E656_237	E1234_103	E497_242	E1354_770	E1101_756	E1516_628	E1677_568	E65_75	E271_666	E1361_211	E752_277	E389_277	E78_132	E1546_651	E1103_123	E44_326	E925_432	E1026_357	E901_65	E775_239	E688_169	E315_388	E1343_180	E1140_698	E1440_405	E69_732	E1198_474	E1648_560	E1884_695	E855_220	E1715_164	E1874_450	E956_174	E1304_449	E708_211	E1405_610	E1829_104	E1072_162	E1263_445	E499_509	E1728_269	E1545_104	E375_702	E428_69	E882_431	E53_183	E781_254	E43_268	E1878_343	E1494_777	E800_59	E358_115	E116_759	E1815_70	E825_677	E861_702	E1895_248	E967_692	E312_787	E1492_434	E597_123	E1930_527	E670_231	E1690_554	E1568_637	E1052_735	E701_256	E1290_738	E403_211	E1549_549	E1065_663	E1627_582	E702_221	E759_622	E1520_751	E860_37	E1446_606	E1445_387	E1342_80	E213_622	E1892_658	E731_55	E79_255	E1184_741	E157_612	E56_321	E932_557	E667_128	E1367_111	E1622_634	E512_793	E1655_154	E159_258	E1713_508	E787_63	E747_306	E1918_505	E484_743	E302_672	E1249_274	E405_418	E994_520	E1786_771	E1849_762	E190_273	E614_37	E1674_724	E1768_640	E361_163	E1089_447	E1512_206	E1650_606	E1704_707	E1632_408	E126_661	E72_393	E1912_506	E1132_450	E320_581	E1762_20	E1480_134	E1872_582	E118_625	E541_761	E1439_438	E382_751	E968_739	E1575_799	E802_389	E1396_612	E348_526	E1157_622	E1896_624	E1106_541	E435_714	E1503_185	E1436_540	E1636_373	E20_321	E1743_382	E837_715	E1426_730	E1383_383	E1020_324	E917_483	E1310_286	E426_215	E1376_353	E1148_791	E352_759	E1355_317	E440_91	E1353_323	E839_54	E32_309	E179_202	E1691_218	E697_159	E815_176
ABCE1_gmp	0	0	2.03806542535862	0	1.95706115791928	0	0	0	0	0	0	0	0	0	1.90784209426072	0	0	0	0	0	0	0	0	1.4493715572122	0	0	2.36127031282519	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9207813963467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16622662252533	0	0	0	0	0	0	0	0	0	0	0	2.30255323745273	0	1.7067774633017	0	0	1.88318704394383	0	0	0	2.01956394059724	2.06892289853218	0	1.93213186159964	1.88639718349444	0	0	1.8966300976576	0	0	0	0	1.95937919024749	0	0	0	0	0	0	0	0	0	0	1.51961348824194	0	0	0	0	0	0	0	0	0	0	0	1.81481895676731	0	0	0	2.11136390873859	2.04794277669837	0	0	0	0	0	0	0	0	0	0	2.12181837399994	1.9398160826442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28787568796752	0	0	0	0	0	0	0	2.11652841621823	0	1.93887802689299	0	0	0	0	0	0	0	2.06105094982121	0	0	0	0	0	0	0	0	0	2.43352831582724	0	0	0	0	0	0	0	0	0	0	0
ANAPC5_gmp	0	0	0	0	0	0	0	0.0487835361620487	0	0	0	1.67783424865261	1.93484633079016	0	0	0	0	0	0	0	1.97154903209136	0	0	0	2.11429117994209	0	0	0	0	1.77217319249697	0	0	0	0	0	0	0	0	0	0	0	1.7279363462721	2.07931595574783	0	0	0	2.07167426333791	0	0	0	1.90271693875591	0	0	0	0	0	0	1.97108456041147	0	1.47701845631886	0	0	0	2.18477310268368	0	0	0	0	1.43124651122183	0	0	0	0	0	0	0	0	1.44846922910577	0	1.80471855958379	1.97356083652809	2.11322137902064	0	0	0	0	0	0.028735277369962	0	1.88941319619303	0	0	0	0	0	1.96956492345984	0	0	0	0	0	0	0	0	0	2.35776951354867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68761130918549	0	0	2.11600733268971	0	0	1.53190459628479	0	0	1.85235688038105	0	2.82025313456853	1.83276249351587	0	0	1.56087400456253	0	0	0	2.40174859101939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86342107655831	0	0	0	0	1.59002580797404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79914370497326	0	0	0	0	0	0	0	0
ANKRD32_gmp	0.0157062203740788	0	0	0	0	0	0	0.932764373510783	0	0	0	0	0	0	0.000593831761032441	0	0	1.47205835964614	0	0	0.0566880905509306	0	0	0	0	0	0.200278062194893	0.87046802595992	0.0908247730905939	0	0.0328510101432483	0	0	0	0.0850956293787005	0	0	0	0	0.0295016037892929	0	0.0195317658606339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173706802157896	0	0	0.00954129044759073	0	0	0	0	0	0.0189937452480261	0	0	0	0	0	0	0	0	0	0	0	0	0.0433405703313161	0	0.00554471236534411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380952003143138	0	0.0176273691567461	0	0	0	0	0.278573739528486	0.0338694929678773	0	0	0	0.007858974308889	0.0181218519606042	0	0	0	0	0	0.00197480543136328	0	0	0	0.0628390694602075	0.00377698249685649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111613576702484	0	0	0	0	0	0.00453927992794058	0	0.0248352212524914	0	0	0	0	0	0	0	0.0252384019634795	0	0	0	0	0	0	0	0	0	0.0114789101263242	0	0	0	0	0	0	0	0	0.561324003033996	0	0	0	0	0.186106398342415
AP3M2_gmp	0	0	0	0	0	0	0	0	0	0	0.00565718202508706	0	0.105880854349713	0	0	0	0	0	0.0158499418681209	0	0.0672586023816503	0	0.00662808554441797	0	0	0	0	0.439504677708627	0	0	0	0	0	0	0.0334851028020123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251048003007886	0	0	0	0.00128559192687133	0	0.0279742957357214	0	0	0	0	0	0.00935104288744844	0	0	0	0	0	0	0	0	0	0	0	0	0.0130100202272022	0.36792410118839	0	0	0	0	0	0	0	0	0	0	0.0359882095592648	0	0	0	0.0132363642528396	0.0155467460826198	0	0	0	0	0	0	0	0	0	0.0111090986231392	0.0041126404690134	0	0	0	0	0	0	0	0	0	0	0	1.24775565772475	0	0	0	0	0	0.467279260432324	0	0	0	0.0222748791794771	0	0	0.116355554154965	0	0	0	0	0.0103277420851338	0	0.0479626694353397	0	0	0	0	0	0	0	0	0	0.502869289334012	0	0	0	0	0.0529717859678326	0	0	0	0	0	0.0151889749931119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019662528329139	0	0	0	0	0.0503102087031957	0	0	0	0	0.00113565107905145	0.00187434147129446	0	0.247968234404578	0	0	0	0	0	0	0
ATP5L_gmp	0	0	0.0516942458862783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033184810385643	0.0113115781375511	0	0	0	0.0468891960613115	0.0132159900646914	0	0	0	0	0.0430323740769557	0	0	0	0	0.0409543817321001	0	0	0	0	0	0	0	0	0	1.43764915764007	0	0.00760917073354429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204751212050588	0	0	0.125655764299419	0	0	0	0	0	0	0	0	0.0115730689448435	0.00226351545255788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886967929855229	0	0.0118709795502279	0	0	0	0	0	0	0	0	0.0370890510859751	0.0012411608056215	0	0	0	0	0	0	0.0397067010603666	0.048530044689471	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105240748235283	0.011223006144118	0	0.0002002671929894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103400425291182	0	0.00671076856036298	0.00102047092046429	0	0	0	0	0.0565246054190529	0
ATRAID_gmp	0	0.0298554867381112	0	0	0	0	0	0	0	0	0.0133818430504588	0	0	0.0126494833922618	0	0	0	0	0	0	0	0	0	0	0	0	0.0746623214744504	0	0	0	0	0	0	0	0	0	0	0.000817125635525317	0.00035269520237055	0	0	0.0062511678846635	0	0	0.0123686034483763	0	0	0	0	0	0	0.0233842436119473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318844212547432	0.00158766928106669	0	0	0	0	0.00164722465297675	0	0	0	0	0	0	0	0	0	0	0.0132993632250936	0	0	0	0.0224792333387792	0	0	0	0	0.021849740758011	0	0	0	0	0	0.0164611117615683	0	0	0	0	0	0	0.0480828445760098	0	0	0	0	0	0	0.0472478236737163	0	0	0	0.258980670541378	0	0	0	0	0	0	0	0.0327099885531403	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00575172424857695	0	0.00432206507721931	0	0	0	0.00272680628413836	0.0644146702409864	0	0	0	0	0.0192422531661742	0	0	0	0	0	0	0	0	0	0.336466478198053	0	0	0	0	0	0	0	0.00555124834382924	0	0	0.000980969201856631	0	0.0274163156796255	0	0	0	0	0	0	0.0111049007531747	0	0	0	0	0	0	0	0.00491130208140904	0.0228788956190538	0	0	0.183511306192029	0	0	0	0	0	0.00744471868788023	0
BRI3BP_gmp	0	0.0576617678440399	0.016824870271015	0	0	0	0	0	0	0.00574409614415512	0	0	0	0	0	0	0	0.0102835448181932	0	0.00485818469457636	0	0	0	0.0287724224410563	0.0609664632727419	0	0	0.00868762575820904	0	0	0	0	0	0	0	0	0	0	0	0	0.0089666039670661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178840510663564	0	0.00343314125135209	0	0	0.0176474638886275	0	0	0	0.0164044126263971	0	0	0.00418236384555016	0	0	0	0	0	0	0	0	0	0.0513788351023059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014002774958513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254702988801352	0	0.0164340673736646	0	0	0	0	0.0164825324641922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0276938652253929	0	0	0	0	0.0190123331050999	0	0	0	0	0	0.000846063433554935	0	0	0	0	0	0	0.00651460619872467	0	0.00301267351689775	0	0	0	0	0	0	0	0	0	0.00657138068285999	0.02405275243891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335223676563573	0.00284785795094723	0.0874376300116912	0
C15orf40_gmp	0	0	0	0	0	0	0	0	0	0.00512603825268581	0	0	0	0	0	0	0	0	0	0	0	0	0.0399774931118727	0.00237523647254903	0	0	0	0	0	0	0	0	0	0.00519236939819764	0	0	0	0	0	0	0.00279489373265686	0	0	0	0	0	0	0.0902870922909238	0	0	0	0	0	0	0	0	0	0.00157220602392744	0	0	0	0	0	0	0.00616120180309529	0	0.00022987750176221	0	0	0	0	0	0	0	0	0	0.010794936072237	0	0	0	0.0537979922283696	0	0.869011441058425	0	0	0.0197423691992109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21505941275871	0	0	0	0	0	0	0	0	0	0	0.0123696462512132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309513037744134	0	0	0	0	0	0.0166145042098103	0	0	0	0.0131471797569446	0	0	0.361107448396465	0	0	0	0.0468783267020202	0	0	0	0	0	0.0296054396949522	0	0	0	0	0	0	0.00476133284637894	0	0	0	0.0173221032648027	0	0	0	0	0	0	0	0	0.051316135324277	0.0791957925152686	0.060495808020603	0	0	0	0	0.0341108554535933	0	0
C19orf77_gmp	0	0	0	0.00967439427066289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241285954537066	0	0	0	0.00438810970375378	0	0	0	0.0037966423225083	0	0	0	0	0.0172821070621374	0	0	0	0	0	0	0	0	0.0443228902036879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105933536857205	0.0691317035527595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034786234010137	0	0.0232489566790508	0.0254781502718201	0	0	0	0	0	0	0	0	0	0	0.00084833155876483	0.0122860400492143	0	0.0640325944361733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00597730851609289	0	0	0	0	0.00283078765013047	0	0	0	0	0	0.00887530534282102	0	0.0113356791438667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465549509293003	0	0	0	0	0	0	0	0	0.0626544386321693	0.033134267555048	0	0	0	0.00950915855452759	0	0.0125997354607843	0	0	0	0	0	0.0410956007684721	0	0.0255065412222759	0.0129395509695207	0	0	0	0	0.0514587659510936	0	0	0	0	0	0	0	0	0.0026934191197698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110406243382096	0	0	0.00495693437438567	0.00095816469964224	0	0	0.112264576957958
C20orf24_gmp	0	0	0	0	0	0	2.04785339838398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82922420262696	0	0	0	1.68415650336047	0	0	1.99875513134873	0	1.80613673553753	0	2.18208663557982	0	0	0	1.41262569030393	0	0	0	0	0	0	0	0	2.27281578034168	0	0	0	0	0	0	0	0	0	2.40458211016453	0	0	0	1.4396091241263	0	0	0	0	0	1.70874383185793	0	0	0	0	2.59754025167383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18358579797488	0	2.0647929376514	0	0	0	0	0	0	0	0	0	0	0	0	2.08544291150758	0	0	0	2.12592160724725	0	0	0	0	0	0	0	0	0	0	0	0	1.97079851278786	0	2.14790409548772	0	0	0	2.22722269000896	0	0	0	0	0	0	2.12919368205058	0	0	0	0	0	2.4366041001779	2.10034976637632	0	0	0	0	0	1.79715388390769	0	0	0	0	0	0	0	1.98196279064141	0	0	0	0	0	0	0	0	0	1.94398183465268	0	1.84988193257327	0	0	0	0	0	0	0	0	0	0	2.51419873990694	0	0	0	0	0	1.92746714406179	0	0	2.4758300777918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
